id,warehouse_id,location_id,product_main_code,product_id/id,product_uom,product_min_qty,product_max_qty
count_feb2016_floor2_64,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-4S5100,product_N-WA-4S5100,เล่ม,50,0
count_feb2016_floor2_65,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-4D550,product_N-WA-4D550,เล่ม,40,0
count_feb2016_floor2_66,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-4D5100,product_N-WA-4D5100,เล่ม,40,0
count_feb2016_floor2_67,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-3S850,product_N-WA-3S850,เล่ม,10,0
count_feb2016_floor2_68,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-3S8100,product_N-WA-3S8100,เล่ม,15,0
count_feb2016_floor2_69,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-3S550,product_N-WA-3S550,เล่ม,100,0
count_feb2016_floor2_70,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-3S5200,product_N-WA-3S5200,เล่ม,15,0
count_feb2016_floor2_71,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-3S5150,product_N-WA-3S5150,เล่ม,10,0
count_feb2016_floor2_72,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-3S5100,product_N-WA-3S5100,เล่ม,150,0
count_feb2016_floor2_73,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-3D850,product_N-WA-3D850,เล่ม,15,0
count_feb2016_floor2_74,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-3D8100,product_N-WA-3D8100,เล่ม,0,0
count_feb2016_floor2_75,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-3D550,product_N-WA-3D550,เล่ม,150,0
count_feb2016_floor2_76,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,135239,product_135239,เล่ม,1200,0
count_feb2016_floor2_77,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-3D5200,product_N-WA-3D5200,เล่ม,12,0
count_feb2016_floor2_78,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-3D5150,product_N-WA-3D5150,เล่ม,30,0
count_feb2016_floor2_79,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-3D5100,product_N-WA-3D5100,เล่ม,200,0
count_feb2016_floor2_80,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-2S850,product_N-WA-2S850,เล่ม,18,0
count_feb2016_floor2_81,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-2S8100,product_N-WA-2S8100,เล่ม,10,0
count_feb2016_floor2_82,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-2S550,product_N-WA-2S550,เล่ม,150,0
count_feb2016_floor2_83,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-2S5200,product_N-WA-2S5200,เล่ม,15,0
count_feb2016_floor2_84,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-2S5150,product_N-WA-2S5150,เล่ม,2,0
count_feb2016_floor2_85,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-2S5100,product_N-WA-2S5100,เล่ม,150,0
count_feb2016_floor2_86,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-2D850,product_N-WA-2D850,เล่ม,5,0
count_feb2016_floor2_87,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-2D8100,product_N-WA-2D8100,เล่ม,5,0
count_feb2016_floor2_88,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-2D550,product_N-WA-2D550,เล่ม,200,0
count_feb2016_floor2_89,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,135230,product_135230,เล่ม,1200,0
count_feb2016_floor2_90,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-2D5200,product_N-WA-2D5200,เล่ม,20,0
count_feb2016_floor2_91,สำเร็จรูป สาทร ชั้น 2,สาทร ชั้น 2,N-WA-2D5150,product_N-WA-2D5150,เล่ม,0,0
