id,warehouse_id,location_id,product_main_code,product_id/id,product_uom,product_min_qty,product_max_qty
count_dec1_floor1_33,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-SC-5*8,product_P-SC-5*8,ห่อ,24,0
count_dec1_floor1_34,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-WCL-5*8,product_P-WCL-5*8,ห่อ,20,0
count_dec1_floor1_35,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-ANS-60,product_P-ANS-60,ห่อ,5000,0
count_dec1_floor1_36,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-WS-NO65-200,product_P-WS-NO65-200,ห่อ,800,0
count_dec1_floor1_37,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-WS-NO65-300,product_P-WS-NO65-300,ห่อ,200,0
count_dec1_floor1_38,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-SC-6*8,product_P-SC-6*8,ห่อ,24,0
count_dec1_floor1_39,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-ANS-80,product_P-ANS-80,ห่อ,2000,0
count_dec1_floor1_40,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-PC-A3-70G-500S,product_P-PC-A3-70G-500S,ห่อ,1,0
count_dec1_floor1_41,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-PC-A3-80G-300S,product_P-PC-A3-80G-300S,ห่อ,5,0
count_dec1_floor1_42,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-PC-A3-80G-500S,product_P-PC-A3-80G-500S,ห่อ,5.25,0
count_dec1_floor1_43,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-MIX-001,product_63_P-C01,ห่อ,500,0
count_dec1_floor1_44,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-MIX-002,__export__.product_product_7494,ห่อ,10,0
count_dec1_floor1_45,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-089,__export__.product_product_6923,ห่อ,50,0
count_dec1_floor1_46,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-092,__export__.product_product_6926,ห่อ,50,0
count_dec1_floor1_47,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-091,__export__.product_product_6925,ห่อ,30,0
count_dec1_floor1_48,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-090,__export__.product_product_6924,ห่อ,50,0
count_dec1_floor1_49,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-002,product_P-CWF-002,ห่อ,15,0
count_dec1_floor1_50,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-003,product_P-CWF-003,ห่อ,15,0
count_dec1_floor1_51,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-004,product_P-CWF-004,ห่อ,15,0
count_dec1_floor1_52,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-041,product_P-CWF-041,ห่อ,400,0
count_dec1_floor1_53,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-040,product_P-CWF-040,ห่อ,200,0
count_dec1_floor1_54,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-039,product_P-CWF-039,ห่อ,800,0
count_dec1_floor1_55,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-035,product_P-CWF-035,ห่อ,500,0
count_dec1_floor1_56,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-036,product_P-CWF-036,ห่อ,400,0
count_dec1_floor1_57,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-037,product_P-CWF-037,ห่อ,400,0
count_dec1_floor1_58,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-038,product_P-CWF-038,ห่อ,300,0
count_dec1_floor1_59,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-034,product_P-CWF-034,ห่อ,250,0
count_dec1_floor1_60,สำเร็จรูป สาทร ชั้น 1,สาทร ชั้น 1,P-CWF-030,product_P-CWF-030,ห่อ,150,0
