id,name,inventory_line_id/location_id,inventory_line_id/product_id/id,inventory_line_id/product_uom,inventory_line_id/product_qty
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-010,ห่อ,0
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-011,ห่อ,220
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-012,ห่อ,185
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-013,ห่อ,45
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-014,ห่อ,114
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-015,ห่อ,0
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-016,ห่อ,65
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-001,ห่อ,306
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-002,ห่อ,136
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-003,ห่อ,180
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-004,ห่อ,590
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-005,ห่อ,190
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-006,ห่อ,60
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-007,ห่อ,30
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-008,ห่อ,260
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-009,ห่อ,30
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-033,ห่อ,0
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-034,ห่อ,17
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-035,ห่อ,243
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-036,ห่อ,229
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-037,ห่อ,0
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-038,ห่อ,
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-039,ห่อ,
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-040,ห่อ,
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-041,ห่อ,
,,คลังสำเร็จรูปชั้น 2,product_P-PCWF-042,ห่อ,
,,คลังสำเร็จรูปชั้น 2,product_182499,ห่อ,
